source_lang,target_lang,source_text,target_text
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਖਾਣਾ ਦੇਖਦਾ ਹੈ।,वह कार्यालय में भोजन देखता है।
en,hi,I watch cars in the office.,मैं कार्यालय में कारों को देखता हूं।
hi,en,मैं कार्यालय में कारों को देखता हूं।,I watch cars in the office.
en,pa,I watch cars in the office.,ਮੈਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,I watch cars in the office.
hi,pa,मैं कार्यालय में कारों को देखता हूं।,ਮੈਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,मैं कार्यालय में कारों को देखता हूं।
en,hi,He want apples in the village.,उसे गाँव में सेब चाहिए।
hi,en,उसे गाँव में सेब चाहिए।,He want apples in the village.
en,pa,He want apples in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਚਾਹੁੰਦਾ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਚਾਹੁੰਦਾ ਹੈ।,He want apples in the village.
hi,pa,उसे गाँव में सेब चाहिए।,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਚਾਹੁੰਦਾ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਚਾਹੁੰਦਾ ਹੈ।,उसे गाँव में सेब चाहिए।
en,hi,They watch coffee in the school.,वे स्कूल में कॉफी देखते हैं।
hi,en,वे स्कूल में कॉफी देखते हैं।,They watch coffee in the school.
en,pa,They watch coffee in the school.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।,They watch coffee in the school.
hi,pa,वे स्कूल में कॉफी देखते हैं।,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।,वे स्कूल में कॉफी देखते हैं।
en,hi,She know books in the office.,वह कार्यालय में किताबें जानती है।
hi,en,वह कार्यालय में किताबें जानती है।,She know books in the office.
en,pa,She know books in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਜਾਣਦੀ ਹੈ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਜਾਣਦੀ ਹੈ।,She know books in the office.
hi,pa,वह कार्यालय में किताबें जानती है।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਜਾਣਦੀ ਹੈ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਜਾਣਦੀ ਹੈ।,वह कार्यालय में किताबें जानती है।
en,hi,We know apples in the home.,हम घर में सेब जानते हैं।
hi,en,हम घर में सेब जानते हैं।,We know apples in the home.
en,pa,We know apples in the home.,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਜਾਣਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਜਾਣਦੇ ਹਾਂ।,We know apples in the home.
hi,pa,हम घर में सेब जानते हैं।,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਜਾਣਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਜਾਣਦੇ ਹਾਂ।,हम घर में सेब जानते हैं।
en,hi,We visit cars in the office.,हम कार्यालय में कारों का दौरा करते हैं।
hi,en,हम कार्यालय में कारों का दौरा करते हैं।,We visit cars in the office.
en,pa,We visit cars in the office.,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ.
pa,en,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ.,We visit cars in the office.
hi,pa,हम कार्यालय में कारों का दौरा करते हैं।,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ.
pa,hi,ਅਸੀਂ ਦਫਤਰ ਵਿਚ ਕਾਰਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ.,हम कार्यालय में कारों का दौरा करते हैं।
en,hi,You like apples in the market.,आपको बाज़ार में सेब पसंद हैं.
hi,en,आपको बाज़ार में सेब पसंद हैं.,You like apples in the market.
en,pa,You like apples in the market.,ਤੁਹਾਨੂੰ ਬਾਜ਼ਾਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,en,ਤੁਹਾਨੂੰ ਬਾਜ਼ਾਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,You like apples in the market.
hi,pa,आपको बाज़ार में सेब पसंद हैं.,ਤੁਹਾਨੂੰ ਬਾਜ਼ਾਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,hi,ਤੁਹਾਨੂੰ ਬਾਜ਼ਾਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,आपको बाज़ार में सेब पसंद हैं.
en,hi,I like food in the park.,मुझे पार्क में खाना पसंद है.
hi,en,मुझे पार्क में खाना पसंद है.,I like food in the park.
en,pa,I like food in the park.,ਮੈਨੂੰ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਪਸੰਦ ਹੈ।
pa,en,ਮੈਨੂੰ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਪਸੰਦ ਹੈ।,I like food in the park.
hi,pa,मुझे पार्क में खाना पसंद है.,ਮੈਨੂੰ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਪਸੰਦ ਹੈ।
pa,hi,ਮੈਨੂੰ ਪਾਰਕ ਵਿੱਚ ਖਾਣਾ ਪਸੰਦ ਹੈ।,मुझे पार्क में खाना पसंद है.
en,hi,We watch apples in the home.,हम घर में सेब देखते हैं।
hi,en,हम घर में सेब देखते हैं।,We watch apples in the home.
en,pa,We watch apples in the home.,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਦੇਖਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਦੇਖਦੇ ਹਾਂ।,We watch apples in the home.
hi,pa,हम घर में सेब देखते हैं।,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਦੇਖਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਘਰ ਵਿੱਚ ਸੇਬ ਦੇਖਦੇ ਹਾਂ।,हम घर में सेब देखते हैं।
en,hi,I buy tea in the city.,मैं शहर में चाय खरीदता हूं।
hi,en,मैं शहर में चाय खरीदता हूं।,I buy tea in the city.
en,pa,I buy tea in the city.,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹਾਂ।,I buy tea in the city.
hi,pa,मैं शहर में चाय खरीदता हूं।,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹਾਂ।,मैं शहर में चाय खरीदता हूं।
en,hi,She want cricket in the city.,वह शहर में क्रिकेट चाहती है।
hi,en,वह शहर में क्रिकेट चाहती है।,She want cricket in the city.
en,pa,She want cricket in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦੀ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦੀ ਹੈ।,She want cricket in the city.
hi,pa,वह शहर में क्रिकेट चाहती है।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦੀ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਚਾਹੁੰਦੀ ਹੈ।,वह शहर में क्रिकेट चाहती है।
en,hi,I play movies in the home.,मैं घर में फिल्में चलाता हूं।
hi,en,मैं घर में फिल्में चलाता हूं।,I play movies in the home.
en,pa,I play movies in the home.,ਮੈਂ ਘਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਲਾਉਂਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਘਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਲਾਉਂਦਾ ਹਾਂ।,I play movies in the home.
hi,pa,मैं घर में फिल्में चलाता हूं।,ਮੈਂ ਘਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਲਾਉਂਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਘਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਲਾਉਂਦਾ ਹਾਂ।,मैं घर में फिल्में चलाता हूं।
en,hi,We visit apples in the park.,हम पार्क में सेब देखते हैं।
hi,en,हम पार्क में सेब देखते हैं।,We visit apples in the park.
en,pa,We visit apples in the park.,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਸੇਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਸੇਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।,We visit apples in the park.
hi,pa,हम पार्क में सेब देखते हैं।,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਸੇਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਸੇਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦੇ ਹਾਂ।,हम पार्क में सेब देखते हैं।
en,hi,I watch apples in the village.,मैं गाँव में सेब देखता हूँ।
hi,en,मैं गाँव में सेब देखता हूँ।,I watch apples in the village.
en,pa,I watch apples in the village.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਦੇਖਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਦੇਖਦਾ ਹਾਂ।,I watch apples in the village.
hi,pa,मैं गाँव में सेब देखता हूँ।,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਸੇਬ ਦੇਖਦਾ ਹਾਂ।,मैं गाँव में सेब देखता हूँ।
en,hi,He prefer cars in the restaurant.,वह रेस्तरां में कारें पसंद करते हैं।
hi,en,वह रेस्तरां में कारें पसंद करते हैं।,He prefer cars in the restaurant.
en,pa,He prefer cars in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।,He prefer cars in the restaurant.
hi,pa,वह रेस्तरां में कारें पसंद करते हैं।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦਾ ਹੈ।,वह रेस्तरां में कारें पसंद करते हैं।
en,hi,They know football in the restaurant.,वे रेस्तरां में फ़ुटबॉल जानते हैं।
hi,en,वे रेस्तरां में फ़ुटबॉल जानते हैं।,They know football in the restaurant.
en,pa,They know football in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦੇ ਹਨ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦੇ ਹਨ।,They know football in the restaurant.
hi,pa,वे रेस्तरां में फ़ुटबॉल जानते हैं।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦੇ ਹਨ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਫੁੱਟਬਾਲ ਜਾਣਦੇ ਹਨ।,वे रेस्तरां में फ़ुटबॉल जानते हैं।
en,hi,They watch football in the office.,वे कार्यालय में फुटबॉल देखते हैं।
hi,en,वे कार्यालय में फुटबॉल देखते हैं।,They watch football in the office.
en,pa,They watch football in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਨ।,They watch football in the office.
hi,pa,वे कार्यालय में फुटबॉल देखते हैं।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਦੇਖਦੇ ਹਨ।,वे कार्यालय में फुटबॉल देखते हैं।
en,hi,You know tea in the market.,तुम्हें पता है बाजार में चाय मिलती है.
hi,en,तुम्हें पता है बाजार में चाय मिलती है.,You know tea in the market.
en,pa,You know tea in the market.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਜਾਣਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਜਾਣਦੇ ਹੋ।,You know tea in the market.
hi,pa,तुम्हें पता है बाजार में चाय मिलती है.,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਜਾਣਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਨੂੰ ਜਾਣਦੇ ਹੋ।,तुम्हें पता है बाजार में चाय मिलती है.
en,hi,I know movies in the school.,मैं स्कूल में फिल्में जानता हूं।
hi,en,मैं स्कूल में फिल्में जानता हूं।,I know movies in the school.
en,pa,I know movies in the school.,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਫਿਲਮਾਂ ਜਾਣਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਫਿਲਮਾਂ ਜਾਣਦਾ ਹਾਂ।,I know movies in the school.
hi,pa,मैं स्कूल में फिल्में जानता हूं।,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਫਿਲਮਾਂ ਜਾਣਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਫਿਲਮਾਂ ਜਾਣਦਾ ਹਾਂ।,मैं स्कूल में फिल्में जानता हूं।
en,hi,They prefer football in the market.,वे बाज़ार में फ़ुटबॉल पसंद करते हैं।
hi,en,वे बाज़ार में फ़ुटबॉल पसंद करते हैं।,They prefer football in the market.
en,pa,They prefer football in the market.,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,en,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,They prefer football in the market.
hi,pa,वे बाज़ार में फ़ुटबॉल पसंद करते हैं।,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,hi,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,वे बाज़ार में फ़ुटबॉल पसंद करते हैं।
en,hi,They see books in the home.,वे घर में किताबें देखते हैं।
hi,en,वे घर में किताबें देखते हैं।,They see books in the home.
en,pa,They see books in the home.,ਉਹ ਘਰ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਘਰ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦੇ ਹਨ।,They see books in the home.
hi,pa,वे घर में किताबें देखते हैं।,ਉਹ ਘਰ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਘਰ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਦੇ ਹਨ।,वे घर में किताबें देखते हैं।
en,hi,She know apples in the restaurant.,वह रेस्तरां में सेब जानती है।
hi,en,वह रेस्तरां में सेब जानती है।,She know apples in the restaurant.
en,pa,She know apples in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਜਾਣਦੀ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਜਾਣਦੀ ਹੈ।,She know apples in the restaurant.
hi,pa,वह रेस्तरां में सेब जानती है।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਜਾਣਦੀ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੇਬ ਜਾਣਦੀ ਹੈ।,वह रेस्तरां में सेब जानती है।
en,hi,He like books in the restaurant.,उसे रेस्तरां में किताबें पसंद हैं।
